event_name,group_name,attendees,category,venue_event_link,event_street,Google_Map_Link,event_lat,event_lng,address,city_id
Creating Art,The New York City Crochet/Knitting Meetup Group,3,Hobbies & Crafts,https://www.meetup.com/crochet-471/events/275865143,158 E 115th St,https://www.google.com/maps/search/api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,40.79776500000001,-73.94195500000002,"158 E 115th St New York, NY",140
My Gym Little Bundles Classes,JCFamilies,1,Family,https://www.meetup.com/JCFamilies/events/275886037,252 9th St,https://www.google.com/maps/search/api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo,40.728409,-74.04449100000002,"252 9th St Jersey City, NJ",37
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,Learning,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave Teaneck, NJ",84
Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,Learning,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,10 Columbus Cir,https://www.google.com/maps/search/api=1&query=The+Shops+at+Columbus+Circle%2C+10+Columbus+Cir%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJp3PsL_ZYwokRdBcE-3KTjrg,40.76768,-73.982152,"10 Columbus Cir New York, NY",140
Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,Learning,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,675 3rd Ave,https://www.google.com/maps/search/api=1&query=Meet+in+Place+Midtown%2C+675+3rd+Ave%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJaerUsvlZwokRchP3UwiPvAA,40.7127281,-74.0060152,"675 3rd Ave New York, NY",140
B2B Virtual Networking Event: How to Achieve Future Goals Right Now,Bergen Community College Education and Events,1,Learning,https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275844257,400 Paramus Rd,https://www.google.com/maps/search/api=1&query=40.950874%2C-74.088180,40.9177891,-74.0725437,"400 Paramus Rd Paramus, NJ",64
Jolly January,Humorous Toastmasters,3,Learning,https://www.meetup.com/Toastmasters-New-York/events/275917096,Online,https://www.google.com/maps/search/api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,40.6988321,-73.9946772,"Online New York, NY",140
Photography thru The Met,Michael Downey Photography,1,Photography,https://www.meetup.com/MAD-Photo-Excursions/events/275653524,1000 5th Avenue,https://www.google.com/maps/search/api=1&query=40.782570%2C-73.965470,40.7127281,-74.0060152,"1000 5th Avenue New York, NY",140
"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,Photography,https://www.meetup.com/photography-classes-nyc/events/274851102,51 W 14th St #3r,https://www.google.com/maps/search/api=1&query=40.737290%2C-73.995834,42.7245634,-73.7009225,"51 W 14th St #3r New York, NY",140
Monthly 350NYC Meeting,350NYC,5,Movements,https://www.meetup.com/350-org-New-York/events/275896975,2 West 64th Street (At Central Park West),https://www.google.com/maps/search/api=1&query=40.771156%2C-73.979690,40.768612,-73.981634,"2 West 64th Street (At Central Park West) New York, NY",140
Regular Meeting,Alternative Banking Group - Occupy Wall Street of NYC,2,Movements,https://www.meetup.com/Alternative-Banking-Group-Occupy-Wall-Street-of-NYC/events/275790758,Cyberspace,https://www.google.com/maps/search/api=1&query=Cyberspace%2C+New+York%2C+ny%2C+10001%2C+us,40.714269,-74.005973,"Cyberspace New York, NY",140
Rise and Resist Meeting,Rise and Resist,1,Movements,https://www.meetup.com/rise-and-resist/events/275876132,320 West 37th Street,https://www.google.com/maps/search/api=1&query=320+West+37th+Street%2C+Brooklyn%2C+ny%2C+10018%2C+us,40.580849,-74.00397,"320 West 37th Street Brooklyn, NY",109
Monthly Meetup ( Meet others passionate about permaculture and share projects).,The New York Permaculture Meetup,6,Movements,https://www.meetup.com/nycpermaculture/events/275771409,1095 Sixth Ave ,https://www.google.com/maps/search/api=1&query=1095+Sixth+Ave+%2C+New+York%2C+NY%2C+10018%2C+us,40.754842,-73.98411800000002,"1095 Sixth Ave  New York, NY",140
"Volunteer with 10,000 PB&Js",Volunteer NYC,2,Movements,https://www.meetup.com/volunteernyc/events/275837257,32nd Street and 7th Avenue,https://www.google.com/maps/search/api=1&query=32nd+Street+and+7th+Avenue%2C+New+York%2C+NY%2C+10001%2C+us,40.802533,-73.953026,"32nd Street and 7th Avenue New York, NY",140
An-Cap After Work,New York Anarcho-Capitalist Meetup,1,Movements,https://www.meetup.com/nycancap/events/275897559,10 West 33rd Street,https://www.google.com/maps/search/api=1&query=10+West+33rd+Street%2C+New+York%2C+NY%2C+us,40.747811,-73.985271,"10 West 33rd Street New York, NY",140
The Original Drinking Liberally Weekly Thursday Meetup,Drinking Liberally Downtown Brooklyn and NYC,1,Movements,https://www.meetup.com/Drinking-Liberally-Downtown-Brooklyn/events/275918383,627 9th Ave,https://www.google.com/maps/search/api=1&query=Rudy%27s+Bar+%26+Grill%2C+627+9th+Ave%2C+New+York%2C+NY%2C+10036%2C+us&query_place_id=ChIJOxerSlJYwokRPmpdLA4CpWI,40.7615795,-73.9905641,"627 9th Ave New York, NY",140
Weekly Thursday Meetup,The Original Drinking Liberally NYC,1,Movements,https://www.meetup.com/drinkingliberallynyc/events/275918400,627 9th Avenue,https://www.google.com/maps/search/api=1&query=40.760040%2C-73.991821,40.7615795,-73.9905641,"627 9th Avenue New York, NY",140
MONTHLY NOnprofit and volunteering networking,NYC Non-Profit Meetup Club (NYCNP),1,Movements,https://www.meetup.com/NYCNonprofit/events/275895490,321 W 44th St #103,https://www.google.com/maps/search/api=1&query=40.759132%2C-73.989899,40.759059,-73.9898271,"321 W 44th St #103 New York, NY",140
Stay strong being alive in NYC!!!,The Neighbors,0,Movements,https://www.meetup.com/The-Neighbors/events/275824985,46-09 31st Ave,https://www.google.com/maps/search/api=1&query=46-09+31st+Ave%2C+Astoria%2C+NY%2C+11103%2C+us,40.77498720000001,-73.9121176,"46-09 31st Ave Astoria, NY",101
"Dismantle Patriarchy Art Contest for Students, deadline 2/28/21",Radical Feminist Activists,1,Movements,https://www.meetup.com/RadFemActivists/events/274910866,New York,https://www.google.com/maps/search/api=1&query=New+York%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152,"New York New York, NY",140
The Truth About Covid 19 Vaccines and Health Freedom,"Queens Libertarians (Founded October 6, 1994)",1,Movements,https://www.meetup.com/QueensLibertarians/events/275753509,150-11 14th Avenue,https://www.google.com/maps/search/api=1&query=40.789234%2C-73.813416,40.7883333,-73.815,"150-11 14th Avenue WHITESTONE, NY",169
Brunch @Blvd Bistro,KINGZ,5,LGBTQ,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,2149 Frederick Douglass Blvd,https://www.google.com/maps/search/api=1&query=2149+Frederick+Douglass+Blvd%2C+New+York+%2C+NY%2C+10026%2C+us,40.80429829999999,-73.9556901,"2149 Frederick Douglass Blvd New York , NY",141
"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,LGBTQ,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/api=1&query=40.734240%2C-73.999084,40.77427,-73.96981,"425 Avenue of the Americas (Sixth Avenue and 10th Street Manhattan, NY",133
"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,LGBTQ,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/api=1&query=40.767810%2C-73.962010,40.764918,-73.955159,"939 Lexington Avenue (between E. 68th & E. 69th Streets) New York, NY",140
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,LGBTQ,https://www.meetup.com/bisexual-nyc/events/275652731,Virtual Online Meeting,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,42.81143,-76.879806,"Virtual Online Meeting New York, NY",140
Thursday Gaming!,NYC VTES,1,Sci-Fi & Games,https://www.meetup.com/nyc-vtes/events/275919850,115 W 45th St,https://www.google.com/maps/search/api=1&query=115+W+45th+St%2C+New+York%2C+NY%2C+10036%2C+us,40.757008,-73.98298199999998,"115 W 45th St New York, NY",140
Weekly at Helix,"NYC/NJ ANIME, SONICBOXX GAMING, COSPLAY, KARAOKE EVENTS,",1,Sci-Fi & Games,https://www.meetup.com/Sonicboxx/events/275832966,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.776371%2C-74.033180,40.775182,-74.03228399999998,"3167 John F. Kennedy Blvd North Bergen, NJ",59
Gotham Go Group - Tuesdays at the Hungarian,NY Mostly Go Club,1,Sci-Fi & Games,https://www.meetup.com/mostlygo/events/275872846,Amsterdam Ave. between 110 - 111th Streets,https://www.google.com/maps/search/api=1&query=40.800430%2C-73.965714,40.774808,-73.984411,"Amsterdam Ave. between 110 - 111th Streets New York, NY",140
Tuesday Night Settlers of Catan,NYC Settlers of Catan Meetup Group,1,Sci-Fi & Games,https://www.meetup.com/SettlersNYC/events/275873896,"1551 3rd Avenue, New York, NY 10128",https://www.google.com/maps/search/api=1&query=40.779690%2C-73.952911,42.492471,-77.2866885,"1551 3rd Avenue, New York, NY 10128 New York, NY",140
D&D 5E - Adventurers League,The NYC Dungeons & Dragons Meetup Group,1,Sci-Fi & Games,https://www.meetup.com/NYC-DND/events/269487570,11 East 33rd Street,https://www.google.com/maps/search/api=1&query=11+East+33rd+Street%2C+New+York%2C+NY%2C+10016%2C+us,40.747557,-73.984504,"11 East 33rd Street New York, NY",140
NLH poker game 1/3,NY NL Holdem game,1,Sci-Fi & Games,https://www.meetup.com/NYC-Home-Holdem-game/events/275899187,Manhattan,https://www.google.com/maps/search/api=1&query=Manhattan%2C+Manhattan%2C+NY%2C+10036%2C+us,40.7896239,-73.9598939,"Manhattan Manhattan, NY",133
"Free Poker Monday at City Lounge in Lyndhurst, NJ - monthly prizes & more!",WorldFreePoker.com,1,Sci-Fi & Games,https://www.meetup.com/worldfreepoker/events/275854187,455 Valley Brook Ave,https://www.google.com/maps/search/api=1&query=City+Lounge%2C+455+Valley+Brook+Ave%2C+Lyndhurst%2C+NJ%2C+07071%2C+us&query_place_id=ChIJ3Ro4kwBWwokRZj3tub1WHU8,40.80985,-74.12078299999997,"455 Valley Brook Ave Lyndhurst, NJ",41
Modern Masters:  TBD,The Science Fiction Society of Northern New Jersey,2,Sci-Fi & Games,https://www.meetup.com/science-fiction-society-northern-nj/events/275921294,770 Rt. 17 North,https://www.google.com/maps/search/api=1&query=770+Rt.+17+North%2C+Paramus%2C+NJ%2C+us,40.94529110000001,-74.07358990000002,"770 Rt. 17 North Paramus, NJ",64
Fundraiser for Cosplay Workshop EVENTS,Crystal Manga Cafe,1,Sci-Fi & Games,https://www.meetup.com/Crystal-Manga-Cafe/events/275896949,TBA,https://www.google.com/maps/search/api=1&query=TBA%2C+TBA%2C+NY%2C+us,40.7111986,-73.96637729999998,"TBA TBA, NY",164
Thursday Poker Game NLH $1-3 8:30pm,New York Poker Club - Queens Flushing,1,Sci-Fi & Games,https://www.meetup.com/new-york-poker-club-queens-flushing/events/275922158,"36-51 Main St, Queens, NY 11354",https://www.google.com/maps/search/api=1&query=36-51+Main+St%2C+Queens%2C+NY+11354%2C+Queens%2C+Ne%2C+11354%2C+us,40.74982429999999,-73.7976337,"36-51 Main St, Queens, NY 11354 Queens, NE",4
$2-5 NL Holdem (with potential for late night PLO),Williamsburg Poker Club - Brooklyn's Best Low Stakes Game!,1,Sci-Fi & Games,https://www.meetup.com/Williamsburg-Poker-Club-The-Best-and-Most-Fun-Poker-Game/events/275855766,Email or text,https://www.google.com/maps/search/api=1&query=Email+or+text%2C+Brooklyn%2C+NY%2C+11206%2C+us,40.607359,-73.909035,"Email or text Brooklyn, NY",109
Open Gaming & Game Club: Wingspan!,"Today, After Work (Board Games)",0,Sci-Fi & Games,https://www.meetup.com/After-Work-Board-Games/events/275919699,119 Chambers St,https://www.google.com/maps/search/api=1&query=Brooklyn+Game+Lab%2C+119+Chambers+St%2C+New+York%2C+NY%2C+10007%2C+us&query_place_id=ChIJ69nvlGlbwokRFDb3ibx9Q1Y,40.71527,-74.008364,"119 Chambers St New York, NY",140
BYOB PAINT NIGHT ,Art Parties and Art Therapy,1,Arts,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,394 Walker St,https://www.google.com/maps/search/api=1&query=40.817436%2C-73.996670,39.3742152,-75.1033108,"394 Walker St Fairview, NJ",25
Sip and Paint Valentines Day Pet Portrait Fun Party at Barking Dog,New York Pets and Fun Paint Party Meetup,1,Arts,https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,1678 3rd Ave,https://www.google.com/maps/search/api=1&query=Barking+Dog%2C+1678+3rd+Ave%2C+New+York%2C+NY%2C+10128%2C+us&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU,40.7127281,-74.0060152,"1678 3rd Ave New York, NY",140
FREE- OPEN STAGE - The Original NYC Talent show,The Original NYC Talent Show,3,Arts,https://www.meetup.com/The-Original-NYC-Talent-Show/events/275837731,10-93 Jackson Ave,https://www.google.com/maps/search/api=1&query=40.743229%2C-73.951668,40.7561828,-73.88089129999999,"10-93 Jackson Ave Queens, NY",150
ART-FULL MEMBERS ONLY: February Brunch & Culture Outing: The Whitney Museum,Women of Culture NYC,3,Arts,https://www.meetup.com/WomenofcultureNYC/events/275880021,765 Washington St,https://www.google.com/maps/search/api=1&query=Entwine%2C+765+Washington+St%2C+New+York%2C+NY%2C+10014%2C+us&query_place_id=ChIJ-97gwepZwokR9g3gqA5kl7s,40.7127281,-74.0060152,"765 Washington St New York, NY",140
Mind Your Manners Secret Speakeasy Sun Jan 24th 2021 7pm,NY Steampunk - Artists & Enthusiasts,1,Arts,https://www.meetup.com/steampunk/events/275520135,"177 Prince St, New York, NY 10012",https://www.google.com/maps/search/api=1&query=177+Prince+St%2C+New+York%2C+NY+10012%2C+New+York%2C+Ne%2C+10012%2C+us,40.726349,-74.001809,"177 Prince St, New York, NY 10012 New York, NE",3
Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,Arts,https://www.meetup.com/Jersey-City-Artists/events/275733289,29 McWilliams Pl.,https://www.google.com/maps/search/api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,40.72762700000001,-74.044072,"29 McWilliams Pl. Jersey City, NJ",37
Creating Art,The New York City Crochet/Knitting Meetup Group,3,Hobbies & Crafts,https://www.meetup.com/crochet-471/events/275865143,158 E 115th St,https://www.google.com/maps/search/api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,40.79776500000001,-73.94195500000002,"158 E 115th St New York, NY",140
Winter Hike Series: Central Park Full Loop,PLACES NYC,83,Social,https://www.meetup.com/placesnyc/events/275567902,Grand Army Plaza,https://www.google.com/maps/search/api=1&query=Grand+Army+Plaza%2C+Grand+Army+Plaza%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJ36kJb_BYwokROPefLSa2Knk,40.76437960000001,-73.97337390000001,"Grand Army Plaza New York, NY",140
Central Park Hike | Winter Walk @ Strawberry Fields Forever ,Evenings and Weekends in New York City,33,Social,https://www.meetup.com/E-W-N-Y-C/events/275551803,102 W 73rd St,https://www.google.com/maps/search/api=1&query=40.778040%2C-73.978680,40.778054,-73.978373,"102 W 73rd St New York, NY",140
"All My Single Ladies, All My Single Ladies! Let's Brunch!","NJ Ladies - Create, Travel & Dine Together",3,Social,https://www.meetup.com/Create-Travel-Dine-Together-Ladies-Only/events/275835687,40 Park Ave,https://www.google.com/maps/search/api=1&query=40.828106%2C-74.102615,40.826489,-74.10680909999998,"40 Park Ave Rutherford, NJ",77
Vision Board 2021,Flawless Ladies of NYC,11,Social,https://www.meetup.com/Flawlessladies-of-NYC/events/275856902,TBD,https://www.google.com/maps/search/api=1&query=TBD%2C+TBD%2C+NY%2C+10001%2C+us,43.00035,-75.4999,"TBD TBD, NY",165
"Urban Exploration (Lower Manhattan, Brooklyn Bridge and Dumbo ",Gilligan's Adventures,26,Social,https://www.meetup.com/GilligansAdventures/events/275885441,300 Bergen Town Center,https://www.google.com/maps/search/api=1&query=40.914055%2C-74.057270,40.978209,-74.051509,"300 Bergen Town Center Paramus, NJ",64
Friday Parties @ DL Rooftop/Slate/Vnyl,NYC Social Events/Singles/New Arrival/International,4,Social,https://www.meetup.com/NYC-Social-Events-Singles-New-Arrival-International/events/275719619,"95 Delancey Street (On the corner of Delancey & Ludlow), New York, NY ",https://www.google.com/maps/search/api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY+%2C+New+York%2C+NY%2C+us,40.71876500000001,-73.989317,"95 Delancey Street (On the corner of Delancey & Ludlow), New York, NY  New York, NY",140
Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Philly,10,Social,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Philly/events/275588805,Online,https://www.google.com/maps/search/api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,40.6988321,-73.9946772,"Online New York, NY",140
***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,23,Social,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,350 W 50th St,https://www.google.com/maps/search/api=1&query=40.762880%2C-73.987976,40.7127281,-74.0060152,"350 W 50th St New York, NY",140
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",5,Social,https://www.meetup.com/jerseychess/events/275828886,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St Hoboken, NJ",35
Winter Wonderland Walk (Central Park Social Stroll),"The New York City Social Group (20,000+ members!)",2,Social,https://www.meetup.com/NYC-Social/events/275529639,W 67th St,https://www.google.com/maps/search/api=1&query=40.774240%2C-73.981140,40.77741810000001,-73.9886877,"W 67th St New York, NY",140
"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,3,Social,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,60 E 41st St,https://www.google.com/maps/search/api=1&query=Stout+NYC+%7E+Grand+Central%2C+60+E+41st+St%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJTaNaDAFZwokRcQPOZA4DXhM,40.751774,-73.97926600000002,"60 E 41st St New York, NY",140
